S_2011,S_2017,pdf_page,source_line
4819,4819,127,4819 其他道路、隧道和桥梁工程建 4819 其他道路、隧道和桥梁工程建
4821,4821,127,4821 水源及供水设施工程建筑 4821 水源及供水设施工程建筑
4822,4822,127,4822 河湖治理及防洪设施工程建 4822 河湖治理及防洪设施工程建筑
4823,4823,127,4823 港口及航运设施工程建筑 4823 港口及航运设施工程建筑
4830,4831,127,4831 海洋油气资源开发利用工程建筑 4830 海洋工程建筑 新增，将原 4830 分解
4830,4832,127,4832 海洋能源开发利用工程建筑 4830 海洋工程建筑 新增，将原 4830 分解
4830,4833,127,4833 海底隧道工程建筑 4830 海洋工程建筑 新增，将原 4830 分解
4830,4834,127,4834 海底设施铺设工程建筑 4830 海洋工程建筑 新增，将原 4830 分解
4830,4839,127,4839 其他海洋工程建筑 4830 海洋工程建筑 新增，将原 4830 分解
4840,4840,127,4840 工矿工程建筑 4840 工矿工程建筑 内容变更，原 4840 部分内容调
4851,4851,127,4851 架线及设备工程建筑 4851 架线及设备工程建筑
4852,4852,127,4852 管道工程建筑 4852 管道工程建筑 内容变更，原 4852 部分内容调
4852,4853,127,4853 地下综合管廊工程建筑 4852 管道工程建筑 新增，原 4852 部分内容调到此
4840,4861,127,4861 节能工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4862,127,4862 环保工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4863,127,4863 生态保护工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4871,127,4871 火力发电工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4872,128,4872 水力发电工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4873,128,4873 核电工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4874,128,4874 风能发电工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4875,128,4875 太阳能发电工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4840,4879,128,4879 其他电力工程施工 4840 工矿工程建筑 新增，原 4840 部分内容调到此
4890,4891,128,4891 园林绿化工程施工 4890 其他土木工程建筑 新增，将原 4890 分解
4890,4892,128,4892 体育场地设施工程施工 4890 其他土木工程建筑 新增，将原 4890 分解
4890,4893,128,4893 游乐设施工程施工 4890 其他土木工程建筑 新增，将原 4890 分解
4890,4899,128,4899 其他土木工程建筑施工 4890 其他土木工程建筑 新增，将原 4890 分解
4910,4910,128,4910 电气安装 4910 电气安装
4920,4920,128,4920 管道和设备安装 4920 管道和设备安装
4990,4991,128,4991 体育场地设施安装 4990 其他建筑安装业 新增，将原 4990 分解
4990,4999,128,4999 其他建筑安装 4990 其他建筑安装业 新增，将原 4990 分解
5010,5011,128,5011 公共建筑装饰和装修 5010 建筑装饰业 新增，将原 5010 分解
5010,5012,128,5012 住宅装饰和装修 5010 建筑装饰业 新增，将原 5010 分解
5010,5013,128,5013 建筑幕墙装饰和装修 5010 建筑装饰业 新增，将原 5010 分解
5021,5021,128,5021 建筑物拆除活动 5021 建筑物拆除活动
5029,5022,128,5022 场地准备活动 5029 其他工程准备活动 新增，原 5029 归入此类
5030,5030,128,5030 提供施工设备服务 5030 提供施工设备服务
5090,5090,128,5090 其他未列明建筑业 5090 其他未列明建筑业
5111,5111,129,5111 谷物、豆及薯类批发 5111 谷物、豆及薯类批发
5112,5112,129,5112 种子批发 5112 种子批发
5113,5113,129,5113 畜牧渔业饲料批发 5113 饲料批发 更名，内容变更，将原 5113 部
5114,5114,129,5114 棉、麻批发 5114 棉、麻批发
5115,5115,129,5115 林业产品批发 5115 林业产品批发
5116,5116,129,5116 牲畜批发 5116 牲畜批发
5119,5117,129,5117 渔业产品批发 5119 其他农牧产品批发 新增，原 5119 部分内容调到此
5119,5119,129,5119 其他农牧产品批发 5119 其他农牧产品批发 内容变更，原 5119 部分内容调
5121,5121,129,5121 米、面制品及食用油批发 5121 米、面制品及食用油批发
5122,5122,129,5122 糕点、糖果及糖批发 5122 糕点、糖果及糖批发
5123,5123,129,5123 果品、蔬菜批发 5123 果品、蔬菜批发
5124,5124,129,5124 肉、禽、蛋、奶及水产品批发 5124 肉、禽、蛋、奶及水产品批发
5125,5125,129,5125 盐及调味品批发 5125 盐及调味品批发
5126,5126,129,5126 营养和保健品批发 5126 营养和保健品批发
5127,5127,129,5127 酒、饮料及茶叶批发 5127 酒、饮料及茶叶批发
5128,5128,129,5128 烟草制品批发 5128 烟草制品批发
5129,5129,129,5129 其他食品批发 5129 其他食品批发
5131,5131,129,5131 纺织品、针织品及原料批发 5131 纺织品、针织品及原料批发
5132,5132,129,5132 服装批发 5132 服装批发
5133,5133,129,5133 鞋帽批发 5133 鞋帽批发
5134,5134,129,5134 化妆品及卫生用品批发 5134 化妆品及卫生用品批发
5135,5135,129,5135 厨具卫具及日用杂品批发 5135 厨房、卫生间用具及日用杂货 更名
5136,5136,129,5136 灯具、装饰物品批发 5136 灯具、装饰物品批发
5137,5137,129,5137 家用视听设备批发 5137 家用电器批发 新增，原 5137 部分内容调到此
5137,5138,129,5138 日用家电批发 5137 家用电器批发 更名，内容变更，原 5137 部分
5139,5139,130,5139 其他家庭用品批发 5139 其他家庭用品批发
5141,5141,130,5141 文具用品批发 5141 文具用品批发
5142,5142,130,5142 体育用品及器材批发 5142 体育用品及器材批发
5143,5143,130,5143 图书批发 5143 图书批发
5144,5144,130,5144 报刊批发 5144 报刊批发
5145,5145,130,5145 音像制品、电子和数字出版物 5145 音像制品及电子出版物批发 更名
5146,5146,130,5146 首饰、工艺品及收藏品批发 5146 首饰、工艺品及收藏品批发
5149,5147,130,5147 乐器批发 5149 其他文化用品批发 新增，原 5149 部分内容调到此
5149,5149,130,5149 其他文化用品批发 5149 其他文化用品批发 内容变更，原 5149 部分内容调
5151,5151,130,5151 西药批发 5151 西药批发 内容变更，原 5151 部分内容调
5152,5152,130,5152 中药批发 5152 中药批发 内容变更，原 5152 部分内容调
5151,5153,130,5153 动物用药品批发 5151 西药批发 新增，将原 5151、5152 部分内
5153,5154,130,5154 医疗用品及器材批发 5153 医疗用品及器材批发
5161,5161,130,5161 煤炭及制品批发 5161 煤炭及制品批发
5162,5162,130,5162 石油及制品批发 5162 石油及制品批发
5163,5163,130,5163 非金属矿及制品批发 5163 非金属矿及制品批发
5164,5164,130,5164 金属及金属矿批发 5164 金属及金属矿批发
5165,5165,130,5165 建材批发 5165 建材批发
5166,5166,130,5166 化肥批发 5166 化肥批发
5167,5167,130,5167 农药批发 5167 农药批发
5168,5168,130,5168 农用薄膜批发 5168 农用薄膜批发
5169,5169,130,5169 其他化工产品批发 5169 其他化工产品批发
5171,5171,130,5171 农业机械批发 5171 农业机械批发
5172,5172,131,5172 汽车及零配件批发 5172 汽车批发 新增，原 5172 与 5173 合并为
5174,5173,131,5173 摩托车及零配件批发 5174 摩托车及零配件批发
5175,5174,131,5174 五金产品批发 5175 五金产品批发
5176,5175,131,5175 电气设备批发 5176 电气设备批发
5177,5176,131,5176 计算机、软件及辅助设备批发 5177 计算机、软件及辅助设备批发
5178,5177,131,5177 通讯设备批发 5178 通讯及广播电视设备批发 新增，将原 5178 分解
5178,5178,131,5178 广播影视设备批发 5178 通讯及广播电视设备批发 新增，将原 5178 分解
5179,5179,131,5179 其他机械设备及电子产品批 5179 其他机械设备及电子产品批发
5181,5181,131,5181 贸易代理 5181 贸易代理
5182,5182,131,5182 一般物品拍卖 5182 拍卖 新增，将原 5182 分解
5182,5183,131,5183 艺术品、收藏品拍卖 5182 拍卖 新增，将原 5182 分解
5189,5184,131,5184 艺术品代理 5189 其他贸易经纪与代理 新增，原 5189、8949 部分内容
5189,5189,131,5189 其他贸易经纪与代理 5189 其他贸易经纪与代理 内容变更，原 5189 部分内容调
5191,5191,131,5191 再生物资回收与批发 5191 再生物资回收与批发
5113,5192,131,5192 宠物食品用品批发 5113 饲料批发 新增，原 5113 部分内容调到此
5199,5193,131,5193 互联网批发 5199 其他未列明批发业 新增，原 5199 部分内容调到此
5199,5199,131,5199 其他未列明批发业 5199 其他未列明批发业 内容变更，原 5199 部分内容调
5211,5211,131,5211 百货零售 5211 百货零售
5212,5212,131,5212 超级市场零售 5212 超级市场零售
5219,5213,131,5213 便利店零售 5219 其他综合零售 新增，原 5219 部分内容调到此
5219,5219,131,5219 其他综合零售 5219 其他综合零售 内容变更，原 5219 部分内容调
5221,5221,132,5221 粮油零售 5221 粮油零售
5222,5222,132,5222 糕点、面包零售 5222 糕点、面包零售
5223,5223,132,5223 果品、蔬菜零售 5223 果品、蔬菜零售
5224,5224,132,5224 肉、禽、蛋、奶及水产品零售 5224 肉、禽、蛋、奶及水产品零售
5225,5225,132,5225 营养和保健品零售 5225 营养和保健品零售
5226,5226,132,5226 酒、饮料及茶叶零售 5226 酒、饮料及茶叶零售
5227,5227,132,5227 烟草制品零售 5227 烟草制品零售
5229,5229,132,5229 其他食品零售 5229 其他食品零售
5231,5231,132,5231 纺织品及针织品零售 5231 纺织品及针织品零售
5232,5232,132,5232 服装零售 5232 服装零售
5233,5233,132,5233 鞋帽零售 5233 鞋帽零售
5234,5234,132,5234 化妆品及卫生用品零售 5234 化妆品及卫生用品零售
5237,5235,132,5235 厨具卫具及日用杂品零售 5237 厨房用具及日用杂品零售 更名
5235,5236,132,5236 钟表、眼镜零售 5235 钟表、眼镜零售
5236,5237,132,5237 箱包零售 5236 箱、包零售
5238,5238,132,5238 自行车等代步设备零售 5238 自行车零售 更名
5239,5239,132,5239 其他日用品零售 5239 其他日用品零售
5241,5241,132,5241 文具用品零售 5241 文具用品零售
5242,5242,132,5242 体育用品及器材零售 5242 体育用品及器材零售
5243,5243,132,5243 图书、报刊零售 5243 图书、报刊零售
5244,5244,132,5244 音像制品、电子和数字出版物 5244 音像制品及电子出版物零售 更名
5245,5245,132,5245 珠宝首饰零售 5245 珠宝首饰零售
5246,5246,132,5246 工艺美术品及收藏品零售 5246 工艺美术品及收藏品零售
5247,5247,132,5247 乐器零售 5247 乐器零售
5248,5248,132,5248 照相器材零售 5248 照相器材零售
5249,5249,132,5249 其他文化用品零售 5249 其他文化用品零售
5251,5251,132,5251 西药零售 5251 药品零售 新增，将原 5251 分解
5251,5252,132,5252 中药零售 5251 药品零售 新增，将原 5251 分解
5251,5253,132,5253 动物用药品零售 5251 药品零售 新增，将原 5251 分解
5252,5254,133,5254 医疗用品及器材零售 5252 医疗用品及器材零售 内容变更，原 5252 部分内容调
5252,5255,133,5255 保健辅助治疗器材零售 5252 医疗用品及器材零售 新增，原 5252 部分内容调到此
5261,5261,133,5261 汽车新车零售 5261 汽车零售 新增，将原 5261 分解
5261,5262,133,5262 汽车旧车零售 5261 汽车零售 新增，将原 5261 分解
5262,5263,133,5263 汽车零配件零售 5262 汽车零配件零售
5263,5264,133,5264 摩托车及零配件零售 5263 摩托车及零配件零售
5264,5265,133,5265 机动车燃油零售 5264 机动车燃料零售 新增，将原 5264 分解
5264,5266,133,5266 机动车燃气零售 5264 机动车燃料零售 新增，将原 5264 分解
4420,5267,133,5267 机动车充电销售 4420 电力供应 新增，原 4420 部分内容调到此
5271,5271,133,5271 家用视听设备零售 5271 家用视听设备零售
5272,5272,133,5272 日用家电零售 5272 日用家电设备零售 更名
5273,5273,133,5273 计算机、软件及辅助设备零售 5273 计算机、软件及辅助设备零售
5274,5274,133,5274 通信设备零售 5274 通信设备零售
5279,5279,133,5279 其他电子产品零售 5279 其他电子产品零售
5281,5281,133,5281 五金零售 5281 五金零售
5282,5282,133,5282 灯具零售 5282 灯具零售
5283,5283,133,5283 家具零售 5283 家具零售
5284,5284,133,5284 涂料零售 5284 涂料零售
5285,5285,133,5285 卫生洁具零售 5285 卫生洁具零售
5286,5286,133,5286 木质装饰材料零售 5286 木质装饰材料零售
5287,5287,133,5287 陶瓷、石材装饰材料零售 5287 陶瓷、石材装饰材料零售
5289,5289,133,5289 其他室内装饰材料零售 5289 其他室内装饰材料零售
5291,5291,133,5291 流动货摊零售 5291 货摊食品零售 新增，原 5291、5292、5293 合
5294,5292,134,5292 互联网零售 5294 互联网零售
5295,5293,134,5293 邮购及电视、电话零售 5295 邮购及电视、电话零售
5299,5294,134,5294 自动售货机零售 5299 其他未列明零售业 新增，原 5299 部分内容调到此
5296,5295,134,5295 旧货零售 5296 旧货零售
5297,5296,134,5296 生活用燃料零售 5297 生活用燃料零售
5299,5297,134,5297 宠物食品用品零售 5299 其他未列明零售业 新增，原 5299 部分内容调到此
5299,5299,134,5299 其他未列明零售业 5299 其他未列明零售业 内容变更，原 5299 部分内容调
5310,5311,134,5311 高速铁路旅客运输 5310 铁路旅客运输 新增，将原 5310 分解
5310,5312,134,5312 城际铁路旅客运输 5310 铁路旅客运输 新增，将原 5310 分解
5310,5313,134,5313 普通铁路旅客运输 5310 铁路旅客运输 新增，将原 5310 分解
5320,5320,134,5320 铁路货物运输 5320 铁路货物运输
5331,5331,134,5331 客运火车站 5331 客运火车站
5332,5332,134,5332 货运火车站（场） 5332 货运火车站 更名
5339,5333,134,5333 铁路运输维护活动 5339 其他铁路运输辅助活动 新增，原 5339 部分内容调到此
5339,5339,134,5339 其他铁路运输辅助活动 5339 其他铁路运输辅助活动 内容变更，原 5339 部分内容调
5411,5411,134,5411 公共电汽车客运 5411 公共电汽车客运
5412,5412,134,5412 城市轨道交通 5412 城市轨道交通
5413,5413,134,5413 出租车客运 5413 出租车客运
5419,5414,134,5414 公共自行车服务 5419 其他城市公共交通运输 新增，原 5419 部分内容调到此
5419,5419,134,5419 其他城市公共交通运输 5419 其他城市公共交通运输 内容变更，原 5419 部分内容调
5420,5421,135,5421 长途客运 5420 公路旅客运输 新增，将原 5420 分解
5420,5422,135,5422 旅游客运 5420 公路旅客运输 新增，将原 5420 分解
5420,5429,135,5429 其他公路客运 5420 公路旅客运输 新增，将原 5420 分解
5430,5431,135,5431 普通货物道路运输 5430 道路货物运输 新增，将原 5430 分解
5430,5432,135,5432 冷藏车道路运输 5430 道路货物运输 新增，将原 5430 分解
5430,5433,135,5433 集装箱道路运输 5430 道路货物运输 新增，将原 5430 分解
5430,5434,135,5434 大型货物道路运输 5430 道路货物运输 新增，将原 5430 分解
5430,5435,135,5435 危险货物道路运输 5430 道路货物运输 新增，将原 5430 分解
5430,5436,135,5436 邮件包裹道路运输 5430 道路货物运输 新增，将原 5430 分解
5430,5437,135,5437 城市配送 5430 道路货物运输 新增，将原 5430 分解
5430,5438,135,5438 搬家运输 5430 道路货物运输 新增，将原 5430 分解
5430,5439,135,5439 其他道路货物运输 5430 道路货物运输 新增，将原 5430 分解
5441,5441,135,5441 客运汽车站 5441 客运汽车站
5449,5442,135,5442 货运枢纽（站） 5449 其他道路运输辅助活动 新增，原 5449 部分内容调到此
5442,5443,135,5443 公路管理与养护 5442 公路管理与养护
5449,5449,135,5449 其他道路运输辅助活动 5449 其他道路运输辅助活动 内容变更，原 5449 部分内容调
5511,5511,135,5511 海上旅客运输 5511 海洋旅客运输 更名
5512,5512,135,5512 内河旅客运输 5512 内河旅客运输
5513,5513,135,5513 客运轮渡运输 5513 客运轮渡运输
5521,5521,135,5521 远洋货物运输 5521 远洋货物运输
5522,5522,135,5522 沿海货物运输 5522 沿海货物运输
5523,5523,135,5523 内河货物运输 5523 内河货物运输
5531,5531,135,5531 客运港口 5531 客运港口
5532,5532,135,5532 货运港口 5532 货运港口
5539,5539,135,5539 其他水上运输辅助活动 5539 其他水上运输辅助活动
5611,5611,136,5611 航空旅客运输 5611 航空旅客运输
5612,5612,136,5612 航空货物运输 5612 航空货物运输
5620,5621,136,5621 通用航空生产服务 5620 通用航空服务 新增，将原 5620 分解
5620,5622,136,5622 观光游览航空服务 5620 通用航空服务 新增，将原 5620 分解
5620,5623,136,5623 体育航空运动服务 5620 通用航空服务 新增，将原 5620 分解
5620,5629,136,5629 其他通用航空服务 5620 通用航空服务 新增，将原 5620 分解
5631,5631,136,5631 机场 5631 机场
5632,5632,136,5632 空中交通管理 5632 空中交通管理
5639,5639,136,5639 其他航空运输辅助活动 5639 其他航空运输辅助活动
5700,5710,136,5710 海底管道运输 5700 管道运输业 新增，将原 5700 分解
5700,5720,136,5720 陆地管道运输 5700 管道运输业 新增，将原 5700 分解
5829,5810,136,5810 多式联运 5829 其他运输代理业 新增，原 5829 部分内容调到此
5821,5821,136,5821 货物运输代理 5821 货物运输代理
5822,5822,136,5822 旅客票务代理 5822 旅客票务代理
5829,5829,136,5829 其他运输代理业 5829 其他运输代理业 内容变更，原 5829 部分内容调
5810,5910,136,5910 装卸搬运 5810 装卸搬运
5990,5920,136,5920 通用仓储 5990 其他仓储业 新增，原 5990 部分内容调到此
5990,5930,136,5930 低温仓储 5990 其他仓储业 新增，原 5990 部分内容调到此
5990,5941,136,5941 油气仓储 5990 其他仓储业 新增，原 5990 部分内容调到此
5990,5942,136,5942 危险化学品仓储 5990 其他仓储业 新增，原 5990 部分内容调到此
5990,5949,137,5949 其他危险品仓储 5990 其他仓储业 新增，原 5990 部分内容调到此
5911,5951,137,5951 谷物仓储 5911 谷物仓储
5912,5952,137,5952 棉花仓储 5912 棉花仓储
5919,5959,137,5959 其他农产品仓储 5919 其他农产品仓储
5990,5960,137,5960 中药材仓储 5990 其他仓储业 新增，原 5990 部分内容调到此
5990,5990,137,5990 其他仓储业 5990 其他仓储业 内容变更，原 5990 部分内容调
6010,6010,137,6010 邮政基本服务 6010 邮政基本服务
6020,6020,137,6020 快递服务 6020 快递服务 内容变更，原 6020 部分内容调
6020,6090,137,6090 其他寄递服务 6020 快递服务 新增，原 6020 部分内容调到此
6110,6110,137,6110 旅游饭店 6110 旅游饭店
6120,6121,137,6121 经济型连锁酒店 6120 一般旅馆 新增，将原 6120 分解
6120,6129,137,6129 其他一般旅馆 6120 一般旅馆 新增，将原 6120 分解
6190,6130,137,6130 民宿服务 6190 其他住宿业 新增，原 6190 部分内容调到此
6190,6140,137,6140 露营地服务 6190 其他住宿业 新增，原 6190 部分内容调到此
6190,6190,137,6190 其他住宿业 6190 其他住宿业 内容变更，原 6190 部分内容调
6210,6210,137,6210 正餐服务 6210 正餐服务
6220,6220,137,6220 快餐服务 6220 快餐服务
6231,6231,137,6231 茶馆服务 6231 茶馆服务
6232,6232,137,6232 咖啡馆服务 6232 咖啡馆服务
6233,6233,138,6233 酒吧服务 6233 酒吧服务
6239,6239,138,6239 其他饮料及冷饮服务 6239 其他饮料及冷饮服务
6292,6241,138,6241 餐饮配送服务 6292 餐饮配送服务
6299,6242,138,6242 外卖送餐服务 6299 其他未列明餐饮业 新增，原 6299 部分内容调到此
6291,6291,138,6291 小吃服务 6291 小吃服务
6299,6299,138,6299 其他未列明餐饮业 6299 其他未列明餐饮业 内容变更，原 6299 部分内容调
6311,6311,138,6311 固定电信服务 6311 固定电信服务
6312,6312,138,6312 移动电信服务 6312 移动电信服务
6319,6319,138,6319 其他电信服务 6319 其他电信服务
6321,6321,138,6321 有线广播电视传输服务 6321 有线广播电视传输服务
6322,6322,138,6322 无线广播电视传输服务 6322 无线广播电视传输服务
6330,6331,138,6331 广播电视卫星传输服务 6330 卫星传输服务 新增，将原 6330 分解
6330,6339,138,6339 其他卫星传输服务 6330 卫星传输服务 新增，将原 6330 分解
6410,6410,138,6410 互联网接入及相关服务 6410 互联网接入及相关服务
6420,6421,138,6421 互联网搜索服务 6420 互联网信息服务 新增，将原 6420 分解
6420,6422,138,6422 互联网游戏服务 6420 互联网信息服务 新增，将原 6420 分解
6420,6429,138,6429 互联网其他信息服务 6420 互联网信息服务 新增，将原 6420 分解
6540,6431,138,6431 互联网生产服务平台 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6540,6432,138,6432 互联网生活服务平台 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6540,6433,138,6433 互联网科技创新平台 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6540,6434,139,6434 互联网公共服务平台 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6540,6439,139,6439 其他互联网平台 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6540,6440,139,6440 互联网安全服务 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6540,6450,139,6450 互联网数据服务 6540 数据处理和存储服务 新增，原 6540 部分内容调到此
6490,6490,139,6490 其他互联网服务 6490 其他互联网服务
6510,6511,139,6511 基础软件开发 6510 软件开发 新增，将原 6510 分解
6510,6512,139,6512 支撑软件开发 6510 软件开发 新增，将原 6510 分解
6510,6513,139,6513 应用软件开发 6510 软件开发 新增，将原 6510 分解
6510,6519,139,6519 其他软件开发 6510 软件开发 新增，将原 6510 分解
6550,6520,139,6520 集成电路设计 6550 集成电路设计
6520,6531,139,6531 信息系统集成服务 6520 信息系统集成服务 新增，将原 6520 分解
6520,6532,139,6532 物联网技术服务 6520 信息系统集成服务 新增，将原 6520 分解
6520,6540,139,6540 运行维护服务 6520 信息系统集成服务 新增，将原 6520 分解
6540,6550,139,6550 信息处理和存储支持服务 6540 数据处理和存储服务 更名，内容变更，原 6540 部分
6530,6560,139,6560 信息技术咨询服务 6530 信息技术咨询服务
6591,6571,139,6571 地理遥感信息服务 6591 数字内容服务 新增，将原 6591 分解
6591,6572,139,6572 动漫、游戏数字内容服务 6591 数字内容服务 新增，将原 6591 分解
6591,6579,139,6579 其他数字内容服务 6591 数字内容服务 新增，将原 6591 分解
6592,6591,139,6591 呼叫中心 6592 呼叫中心
6599,6599,139,6599 其他未列明信息技术服务业 6599 其他未列明信息技术服务业
6610,6610,140,6610 中央银行服务 6610 中央银行服务
6620,6621,140,6621 商业银行服务 6620 货币银行服务 新增，将原 6620 分解
6620,6622,140,6622 政策性银行服务 6620 货币银行服务 新增，将原 6620 分解
6620,6623,140,6623 信用合作社服务 6620 货币银行服务 新增，将原 6620 分解
6620,6624,140,6624 农村资金互助社服务 6620 货币银行服务 新增，将原 6620 分解
6620,6629,140,6629 其他货币银行服务 6620 货币银行服务 新增，将原 6620 分解
6631,6631,140,6631 融资租赁服务 6631 金融租赁服务 更名
6632,6632,140,6632 财务公司服务 6632 财务公司 更名
6633,6633,140,6633 典当 6633 典当
6639,6634,140,6634 汽车金融公司服务 6639 其他非货币银行服务 新增，原 6639 部分内容调到此
6639,6635,140,6635 小额贷款公司服务 6639 其他非货币银行服务 新增，原 6639 部分内容调到此
6639,6636,140,6636 消费金融公司服务 6639 其他非货币银行服务 新增，原 6639 部分内容调到此
6639,6637,140,6637 网络借贷服务 6639 其他非货币银行服务 新增，原 6639 部分内容调到此
6639,6639,140,6639 其他非货币银行服务 6639 其他非货币银行服务 内容变更，原 6639 部分内容调
6620,6640,140,6640 银行理财服务 6620 货币银行服务 新增，原 6620 部分内容调到此
6640,6650,140,6650 银行监管服务 6640 银行监管服务
6711,6711,140,6711 证券市场管理服务 6711 证券市场管理服务
6712,6712,140,6712 证券经纪交易服务 6712 证券经纪交易服务
6713,6720,140,6720 公开募集证券投资基金 6713 基金管理服务 新增，将原 6713 分解
6713,6731,140,6731 创业投资基金 6713 基金管理服务 新增，将原 6713 分解
6713,6732,140,6732 天使投资 6713 基金管理服务 新增，将原 6713 分解
6713,6739,140,6739 其他非公开募集证券投资基 6713 基金管理服务 新增，将原 6713 分解
6721,6741,141,6741 期货市场管理服务 6721 期货市场管理服务
6729,6749,141,6749 其他期货市场服务 6729 其他期货市场服务
6730,6750,141,6750 证券期货监管服务 6730 证券期货监管服务
6740,6760,141,6760 资本投资服务 6740 资本投资服务
6790,6790,141,6790 其他资本市场服务 6790 其他资本市场服务
6811,6811,141,6811 人寿保险 6811 人寿保险 内容变更，原 6811 部分内容调
6811,6812,141,6812 年金保险 6811 人寿保险 新增，原 6811 部分内容调到此
6812,6813,141,6813 健康保险 6812 健康和意外保险 新增，将原 6812 分解
6812,6814,141,6814 意外伤害保险 6812 健康和意外保险 新增，将原 6812 分解
6820,6820,141,6820 财产保险 6820 财产保险
6830,6830,141,6830 再保险 6830 再保险
6840,6840,141,6840 商业养老金 6840 养老金 更名
6850,6851,141,6851 保险经纪服务 6850 保险中介服务 新增，将原 6850 分解
6850,6852,141,6852 保险代理服务 6850 保险中介服务 新增，将原 6850 分解
6891,6853,141,6853 保险公估服务 6891 风险和损失评估 新增，原 6891 归入此类
6899,6860,141,6860 保险资产管理 6899 其他未列明保险活动 新增，原 6899 部分内容调到此
6860,6870,141,6870 保险监管服务 6860 保险监管服务
6899,6890,141,6890 其他保险活动 6899 其他未列明保险活动 更名，内容变更，原 6899 部分
6910,6911,141,6911 信托公司 6910 金融信托与管理服务 新增，将原 6910 分解
6910,6919,141,6919 其他金融信托与管理服务 6910 金融信托与管理服务 新增，将原 6910 分解
6920,6920,141,6920 控股公司服务 6920 控股公司服务
6930,6930,141,6930 非金融机构支付服务 6930 非金融机构支付服务
6940,6940,141,6940 金融信息服务 6940 金融信息服务
6990,6950,141,6950 金融资产管理公司 6990 其他未列明金融业 新增，将原 6990 分解
6990,6991,142,6991 货币经纪公司服务 6990 其他未列明金融业 新增，将原 6990 分解
6990,6999,142,6999 其他未包括金融业 6990 其他未列明金融业 更名，将原 6990 部分内容调出，
7296,7296,142,7296 担保服务 原 7296 部分内容调到此类
7010,7010,142,7010 房地产开发经营 7010 房地产开发经营 内容变更，原 7010 部分内容调
7020,7020,142,7020 物业管理 7020 物业管理 内容变更，原 7020 部分内容调
7030,7030,142,7030 房地产中介服务 7030 房地产中介服务
7040,7040,142,7040 房地产租赁经营 7040 自有房地产经营活动 更名，内容变更，原 7040 部分
7090,7090,142,7090 其他房地产业 7090 其他房地产业 内容变更，原 7090 部分内容调
7111,7111,142,7111 汽车租赁 7111 汽车租赁
7112,7112,142,7112 农业机械经营租赁 7112 农业机械租赁 更名
7113,7113,142,7113 建筑工程机械与设备经营租 7113 建筑工程机械与设备租赁 更名
7114,7114,142,7114 计算机及通讯设备经营租赁 7114 计算机及通讯设备租赁 更名
7119,7115,142,7115 医疗设备经营租赁 7119 其他机械与设备租赁 新增，原 7119 部分内容调到此
7119,7119,142,7119 其他机械与设备经营租赁 7119 其他机械与设备租赁 更名，内容变更，原 7119 部分
7121,7121,142,7121 休闲娱乐用品设备出租 7121 娱乐及体育设备出租 新增，将原 7121 分解
7121,7122,142,7122 体育用品设备出租 7121 娱乐及体育设备出租 新增，将原 7121 分解
7129,7123,142,7123 文化用品设备出租 7129 其他文化及日用品出租 新增，原 7129 部分内容调到此
7122,7124,142,7124 图书出租 7122 图书出租
7123,7125,143,7125 音像制品出租 7123 音像制品出租
7129,7129,143,7129 其他文体设备和用品出租 7129 其他文化及日用品出租 更名，内容变更，原 7129 部分
7129,7130,143,7130 日用品出租 7129 其他文化及日用品出租 新增，原 7129 部分内容调到此
7211,7211,143,7211 企业总部管理 7211 企业总部管理
7212,7212,143,7212 投资与资产管理 7212 投资与资产管理 内容变更，原 7212 部分内容调
7212,7213,143,7213 资源与产权交易服务 7212 投资与资产管理 新增，原 7212 部分内容调到此
7213,7214,143,7214 单位后勤管理服务 7213 单位后勤管理服务
7219,7215,143,7215 农村集体经济组织管理 7219 其他企业管理服务 新增，原 7219 部分内容调到此
7219,7219,143,7219 其他组织管理服务 7219 其他企业管理服务 内容变更，原 7219 部分内容调
7219,7221,143,7221 园区管理服务 7219 其他企业管理服务 新增，原 7219 部分内容调到此
7020,7222,143,7222 商业综合体管理服务 7020 物业管理 新增，原 7020 部分内容调到此
7291,7223,143,7223 市场管理服务 7291 市场管理 更名
7219,7224,143,7224 供应链管理服务 7219 其他企业管理服务 新增，原 7219 部分内容调到此
7219,7229,143,7229 其他综合管理服务 7219 其他企业管理服务 新增，原 7219 部分内容调到此
7221,7231,143,7231 律师及相关法律服务 7221 律师及相关法律服务
7222,7232,143,7232 公证服务 7222 公证服务
